id,question,options,correct,explanation,subject,chapter,set_name,difficulty,marks,negative_marks,tags,created_by,created_at,updated_at
5846d2fd-626e-43e2-9872-912643edeba6,Cumene is:,"[""Isopropyl benzene"",""n-Propylbenzene"",""Ethylbenzene"",""Methyl benzene""]",0,Cumene is isopropylbenzene.,Chemistry,Organic,3,,1,0,[],,2026-06-02 17:12:58.95612+00,2026-06-02 17:12:58.95612+00
584f2bb5-1ec7-4189-8aeb-a251cc7b9fb2,Canine teeth are modified for,"[""Crushing"",""Grinding"",""Tearing"",""Chewing""]",2,Canines are adapted for tearing food.,Zoology,Digestive System and Nutrition,1,,1,0,[],,2026-06-01 06:08:23.776764+00,2026-06-01 06:08:23.776764+00
58548242-61c9-4c5c-b55b-df554a5f8b66,13. The rate of diffusion of methane is twice that of gas X. Molecular weight of X is:,"[""A) 64"",""B) 32"",""C) 4"",""D) 8""]",0,"2 = √(MX/16), so MX = 64.",Chemistry,"Acids, Bases and Salts+Gaseous and Liquid States",1,,1,0,[],,2026-06-02 17:35:21.060367+00,2026-06-02 17:35:21.060367+00
58826635-accc-40ee-98ec-1714e05d7b26,Which factor is NOT required for blood clotting?,"[""Vitamin K"",""Calcium ions"",""Fibrinogen"",""Albumin""]",3,"Blood clotting requires clotting factors (made by liver, requiring Vitamin K), calcium ions (Factor IV), fibrinogen (converted to fibrin), and platelets. Albumin is a plasma protein that maintains osmotic pressure but plays no role in the clotting cascade.",ZOOLOGY,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
58ab2c53-3221-43f0-8f3a-ae80851a34d5,3. When boron reacts with nitrogen which of the following compound is formed?,"[""A) Boron oxide"",""B) Boron nitrate"",""C) Boron hydrides"",""D) Boron nitride""]",3,Boron combines with nitrogen at high temperature to form boron nitride (BN).,Chemistry,"Alkali-metal,Carbon,Boron",1,,1,0,[],,2026-06-02 17:15:14.917009+00,2026-06-02 17:15:14.917009+00
58ba29ab-bfa2-4ef3-be01-6720e90c3c8e,Rate proportional to according to mass action:,"[""Concentration of reactants"",""Molar concentration of reactants"",""Concentration of products"",""Molar concentration of products""]",1,Rate ∝ molar concentration of reactants.,Chemistry,Chemical Kinetics + Electrochemistry,1,,1,0,[],,2026-06-02 17:34:07.581047+00,2026-06-02 17:34:07.581047+00
58ceb4c6-9d11-4f57-9f8f-b4b71c849aed,"The breakdown of molecules i.e. dipeptides, lactose, maltose and sucrose etc occur mainly in the","[""Ileum"",""Pyloric region of stomach"",""Caecum region of small intestine"",""Duodenum region of small intestine""]",3,"Brush-border digestion mainly occurs in the small intestine, particularly the duodenum and jejunum.",Zoology,Digestive System and Nutrition,1,,1,0,[],,2026-06-01 06:08:23.776764+00,2026-06-01 06:08:23.776764+00
58d07223-0873-4726-8828-d250b94b5ad7,40. Hardness of water is due to which pair of ions?,"[""A) Ca²⁺ and K⁺"",""B) Mg²⁺ and K⁺"",""C) Ca²⁺ and Mg²⁺"",""D) Ba²⁺ and Zn²⁺""]",2,Calcium and magnesium ions are mainly responsible for water hardness.,Chemistry,Inorganic,Set-1,,1,0,[],,2026-05-30 10:57:03.849593+00,2026-05-30 10:57:03.849593+00
58e0ac0c-4560-4eb8-b3af-4639d9c19754,15. The central carbon atom of an alkyl free radical possesses:,"[""A) 6 electrons"",""B) 8 electrons"",""C) 7 electrons"",""D) None of the above""]",2,"A free radical carbon contains one unpaired electron, making seven electrons around it.",Chemistry,organic,2,,1,0,[],,2026-05-30 11:03:53.014425+00,2026-05-30 11:03:53.014425+00
58ea8e83-11f7-41a5-a3d4-b7ac234b504a,Soft iron is a suitable material for the core of transformer because it has:,"[""High hysteresis, high permeability"",""High hysteresis, low permeability"",""Low hysteresis, high permeability"",""Low hysteresis, low permeability""]",2,Soft iron has high permeability and low hysteresis loss.,Physics,Electricity and magnetism,2,,1,0,[],,2026-06-01 16:51:09.955905+00,2026-06-01 16:51:09.955905+00
58fbabe0-593a-454c-a6b2-a411f4c916e7,14. Two plates separated by 1 mm have potential difference 100 V. Electric field is:,"[""A) 10⁻⁵ V/m"",""B) 10³ V/m"",""C) 10⁵ V/m"",""D) 10⁻³ V/m""]",2,E = V/d = 100/10⁻³ = 10⁵ V/m.,Physics,Electrostatics,1,,1,0,[],,2026-06-02 17:56:23.468242+00,2026-06-02 17:56:23.468242+00
5924381c-49e8-4125-9175-3f28e98e5a5c,Which cells in the testis secrete testosterone?,"[""Interstitial cells of Leydig"",""Cells of the germinal epithelium"",""Sertoli cells"",""Secondary spermatocytes""]",0,Leydig cells are responsible for testosterone production.,Zoology,Reproductive System+Embryonic Development of Animals,1,,1,0,[],,2026-06-02 10:56:57.623937+00,2026-06-02 10:56:57.623937+00
592a4906-2773-4345-9cbc-755df4e4c747,Embryologists can presume the further organs of the embryo in:,"[""Blastula"",""Early gastrula"",""Morula"",""Post gastrula""]",1,Cell fates become predictable during the early gastrula stage.,Zoology,Reproductive System+Embryonic Development of Animals,1,,1,0,[],,2026-06-02 10:56:57.623937+00,2026-06-02 10:56:57.623937+00
593ec348-f399-4803-9335-9362fcd67b38,Tetrahedral structure is possessed by,"[""BF4-"",""CH4"",""NH4+"",""all of these""]",3,All listed species are tetrahedral.,Chemistry,Inorganic,4,,1,0,[],,2026-06-02 17:50:06.803031+00,2026-06-02 17:50:06.803031+00
594894bc-bb5d-4e99-a4a3-beeb204d1269,"In Ag2O + H2O + 2e- → 2Ag + 2OH-,","[""Water is oxidised"",""Silver is oxidised"",""Hydrogen is reduced"",""Silver is reduced""]",3,Ag+ is reduced to Ag metal.,Chemistry,Oxidation and Reduction,1,,1,0,[],,2026-06-02 17:32:20.790042+00,2026-06-02 17:32:20.790042+00
595167fc-57de-4adc-865c-7366a65cdf3a,Adsorbate is:,"[""Silica gel"",""Wood"",""Charcoal powder"",""Ammonia""]",3,Adsorbate is substance being adsorbed.,Chemistry,Solid State+Colloids and Catalysis,1,,1,0,[],,2026-06-02 17:37:28.982088+00,2026-06-02 17:37:28.982088+00
5961047a-14ce-46f2-b4ce-4953df341a1b,SCALPEL : SURGEON :: STETHOSCOPE : ___,"[""Patient"",""Hospital"",""Physician"",""Medicine""]",2,Analogy: A scalpel is a primary instrument/tool used by a surgeon. A stethoscope is a primary diagnostic instrument used by a physician (doctor). The relationship is TOOL : USER. Patient is the recipient of care; hospital is the place; medicine is the field. The specific instrument-to-professional relationship makes 'physician' (or doctor) the correct analogy. Stethoscope → physician (primary user for auscultation).,MAT,Sets,1,,1,0,[],,2026-06-02 18:09:17.092329+00,2026-06-02 18:09:17.092329+00
5983b370-b611-4adc-8015-f6aa19f3e307,Fatty acids which must be obtained from diet are called:,"[""Essential fatty acids"",""Non essential fatty acids"",""Saturated fatty acids"",""Unsaturated fatty acids""]",0,Essential fatty acids cannot be synthesized by the body.,Chemistry,Organic,4,,1,0,[],,2026-06-02 17:13:40.016596+00,2026-06-02 17:13:40.016596+00
5984c3c4-6cc7-4673-8f18-aad69c840386,Entry of pollen tube through chalazal end is called,"[""Orogamy"",""Mesogamy"",""Basigamy"",""Syngamy""]",2,Basigamy refers to entry through chalazal end.,Botany,Reproduction in flowering Plants,1,,1,0,[],,2026-06-01 06:28:11.668926+00,2026-06-01 06:28:11.668926+00
59977adf-3023-413e-b354-d71560fbeed9,In mammals the estrogens are secreted by the Graafian follicle from its:,"[""External theca"",""Internal theca + Granulosa cells"",""Zona pellucida"",""Corona radiata""]",1,Theca interna and granulosa cells cooperate in estrogen synthesis.,Zoology,Reproductive System+Embryonic Development of Animals,1,,1,0,[],,2026-06-02 10:56:57.623937+00,2026-06-02 10:56:57.623937+00
59a1cd57-5541-40b1-ad61-d860fe275cd7,Starch is polymer of:,"[""Glucose only"",""Glucose and fructose"",""Fructose only"",""Fructose and maltose""]",0,Starch is a polysaccharide made of α-D-glucose units.,Chemistry,Inorganic,Set-1,,1,0,[],,2026-05-30 10:58:02.420457+00,2026-05-30 10:58:02.420457+00
59a709d2-4372-4df4-bb16-2e7ef3731219,Lichens are a symbiotic association between:,"[""Algae and mosses"",""Fungi and cyanobacteria/algae"",""Bacteria and plants"",""Fungi and bacteria""]",1,"Lichens are a mutualistic symbiosis between fungi (mycobiont, usually Ascomycetes) and photosynthetic partners (phycobiont, either green algae or cyanobacteria). Fungi provide structure, water, and minerals; algae/cyanobacteria provide organic food through photosynthesis. They are excellent bioindicators of air quality.",BOTANY,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
59aeed77-4393-46f8-8926-d0d1e077beb8,The main function of the Loop of Henle is:,"[""Glucose reabsorption"",""Protein filtration"",""Concentration of urine (creating osmotic gradient)"",""Urea synthesis""]",2,"The Loop of Henle creates a countercurrent multiplier system that establishes an osmotic gradient in the renal medulla. The descending limb is permeable to water (water exits), and the ascending limb actively pumps out NaCl (impermeable to water). This allows the collecting duct to concentrate urine under ADH influence.",ZOOLOGY,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
59bfc785-11cc-4b65-a445-405cd82a15f1,Dimensional analysis v² = u² + 2as:,"[""Incompatible [v²] and [as]"",""[v²] = [u²] = [2as]; all [L²T⁻²] (consistent)"",""Irrelevant"",""Always correct""]",1,[LT⁻¹]² = [L²T⁻²]; [as] = [LT⁻²][L] = [L²T⁻²].,CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
59d8dcff-f1d4-490d-81b9-6e87639cd89f,Mass spectrometry determines molecular mass by measuring:,"[""Absorption of UV light"",""Mass-to-charge ratio (m/z) of ions"",""Nuclear magnetic resonance"",""Boiling point of compounds""]",1,Mass spectrometry ionizes molecules and separates the resulting ions based on their mass-to-charge ratio (m/z) in a magnetic field. The molecular ion peak (M+) gives the molecular mass. Fragmentation pattern provides structural information. It can detect masses as small as 1 amu with great precision.,CHEMISTRY,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
59e12ec7-8321-4ddc-9f50-6ca9e6e0691c,Cellulose eaten by grazing animals is,"[""Passed out undigested"",""Digested by intestinal bacteria"",""Digested by digestive enzymes"",""Digested by digestive enzymes and intestinal bacteria""]",1,Cellulose is digested by symbiotic microorganisms.,Botany,Biomolecules,1,,1,0,[],,2026-06-01 06:14:56.394549+00,2026-06-01 06:14:56.394549+00
59ed66d3-2221-46e0-bfc4-e72727ac07f0,What is the molality of a solution prepared by dissolving 18 g of glucose (MW = 180 g/mol) in 500 g of water?,"[""0.1 m"",""0.2 m"",""1.0 m"",""2.0 m""]",1,"Molality (m) = moles of solute / kg of solvent. Moles of glucose = 18/180 = 0.1 mol. Mass of solvent = 500 g = 0.5 kg. Molality = 0.1/0.5 = 0.2 m. Note: molality uses kg of solvent (not solution) and is temperature-independent, unlike molarity (which uses volume of solution and changes with temperature). Molality is used in boiling point elevation and freezing point depression calculations.",CHEMISTRY,Sets,1,,1,0,[],,2026-06-02 18:09:17.092329+00,2026-06-02 18:09:17.092329+00
59f01acf-e035-4834-afa0-e27779a3a676,Ethers on hydrolysis give:,"[""Carboxylic acids"",""Alcohols"",""Esters"",""Ketones""]",1,Hydrolysis of ethers produces alcohols.,Chemistry,Organic,3,,1,0,[],,2026-06-02 17:12:58.95612+00,2026-06-02 17:12:58.95612+00
59f2c1a1-bd26-43d1-b086-f142280f633e,"If the distance between two charges is halved, the electrostatic force becomes:","[""A) Half"",""B) Double"",""C) Four times"",""D) One fourth""]",2,F ∝ 1/r²; halving r increases force by 4 times (Coulomb's law).,Physics,Sets,3,,1,0,[],,2026-06-04 18:24:10.204772+00,2026-06-04 18:24:10.204772+00
59ff9a09-b7d3-4abf-9110-572457889773,"14. When a solution contains equal concentrations of H+ and OH− ions, its pH is around:","[""A) 14"",""B) 7"",""C) 0"",""D) 10""]",1,Equal concentrations indicate neutrality.,Chemistry,Chemical and Ionic Equilibrium,1,,1,0,[],,2026-06-02 17:23:02.987607+00,2026-06-02 17:23:02.987607+00
5a07c4c9-c4f4-4c23-92fd-c726f65284f6,Study of fungi is called,"[""Phycology"",""Mycology"",""Algology"",""Herpetology""]",0,,Botany,Algae and Fungi,1,,1,0,[],,2026-06-01 06:54:48.04015+00,2026-06-01 06:54:48.04015+00
5a234c6e-43ff-4b22-9500-0d17a315c909,Auxin phototropism mechanism:,"[""Increases photosynthesis"",""Inhibits elongation on illuminated side, shaded side elongates"",""Directly detects light"",""Reduces transpiration""]",1,"Phototropins trigger auxin redistribution away from light, inhibiting growth on lit side.",CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
5a2d9f9c-59db-4dc1-8c98-2830ec20bf68,The time constant of an LR circuit is:,"[""L/R"",""R/L"",""LR"",""1/LR""]",0,"The time constant of an LR circuit: τ = L/R (in seconds), where L = inductance (in henries) and R = resistance (in ohms). It represents the time for current to reach 63.2% of its final value (during charging). After 5τ, the current is considered to have reached steady state.",PHYSICS,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
5a4b30f0-4560-457e-8fb0-c56cfbe7bdc1,29. 15 J work is done moving 0.01 C charge from A to B. Potential difference:,"[""A) -1500 V"",""B) +1500 V"",""C) -1200 V"",""D) +1200 V""]",1,V = W/q = 15/0.01 = 1500 V.,Physics,Electrostatics,1,,1,0,[],,2026-06-02 17:56:23.468242+00,2026-06-02 17:56:23.468242+00
5a890855-ae5f-4975-a2fe-79b14b087d97,Inheritance of total colour blindness is,"[""X-linked"",""Y-linked"",""XY-linked"",""XX-linked""]",1,Complete colour blindness is very rare and often treated as Y-linked in such MCQs.,Botany,Genetics,1,,1,0,[],,2026-06-01 06:17:49.838603+00,2026-06-01 06:17:49.838603+00
5a908951-6ee2-4750-9ec8-cf2b04d1b42a,Rh incompatibility leads to:,"[""Foetal antigen transfer"",""Maternal antibody transfer"",""Foetus attacked by maternal antibodies"",""Foetus attacked by antigens""]",2,Hemolytic disease of newborn.,Zoology,"Respiratory System, Cardiovascular system and Blood",1,,1,0,[],,2026-06-01 06:50:02.649702+00,2026-06-01 06:50:02.649702+00
5ad32486-b9e2-42c7-83dd-0d3e3b36fc3b,"Due to insufficient filtration in the Bowman's capsule, all are likely to happen except:","[""Accumulation of fluid in the body"",""Increase in blood pressure"",""Increase in blood urea level"",""Loss of glucose through urine""]",3,"Glucosuria is usually due to hyperglycemia or tubular defects, not reduced filtration.",Zoology,Excretory System+Human Diseases and Immunology,1,,1,0,[],,2026-06-02 10:54:38.102906+00,2026-06-02 10:54:38.102906+00
5ad859b8-a506-4791-8d41-2be3d2ecbfd2,Central dogma exception:,"[""RNA → Protein"",""DNA → RNA"",""Reverse transcription (RNA → DNA in retroviruses)"",""No exceptions""]",2,"Retroviral reverse transcriptase synthesizes DNA from RNA, reversing typical flow.",CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
5af61366-a6a9-4642-a4ed-667a65a76ef1,1. Extraction of zinc from zinc blende is achieved by:,"[""A) Electrolytic reduction"",""B) Roasting followed by reduction with carbon"",""C) Roasting followed by reduction with another metal"",""D) Roasting followed by self-reduction""]",1,Zinc blende (ZnS) is first roasted to ZnO and then reduced with carbon to obtain zinc.,Chemistry,Periodic Table+Metals & Metallurgy+Hydrogen & its compounds +The Alkali Metals,1,,1,0,[],,2026-05-30 16:36:44.900123+00,2026-05-30 16:36:44.900123+00
5b00e63b-ebf9-421e-9119-83356c2ee950,Gas evolved during the reaction of sodium metal on ethylamine is:,"[""N2"",""C2H2"",""CO2"",""H2""]",3,Sodium reacts with amines liberating hydrogen gas.,Chemistry,Inorganic,Set-1,,1,0,[],,2026-05-30 10:58:02.420457+00,2026-05-30 10:58:02.420457+00
5b4aa239-cbd7-491c-ae0e-39f4dd82e729,The molar conductivity of a strong electrolyte:,"[""Increases on dilution"",""Does not change considerably on dilution"",""Decreases on dilution"",""Depends on density""]",0,"On dilution, ions move freely so molar conductivity increases.",Chemistry,Chemical Kinetics + Electrochemistry,1,,1,0,[],,2026-06-02 17:34:07.581047+00,2026-06-02 17:34:07.581047+00
5b545a4f-b160-41a6-b759-f78cac43d8ee,Fish brought out of water dies because of:,"[""Pressure"",""Inability to respire"",""Inability to feed"",""Rise in temperature""]",1,Gills collapse outside water and cannot efficiently exchange gases.,Zoology,Respiratory+ Cardiovascular System,1,,1,0,[],,2026-06-02 18:07:44.801372+00,2026-06-02 18:07:44.801372+00
5b551066-9fcb-47cc-9b40-f497b3d18251,Sinks are related to:,"[""Transport"",""Stomata"",""Enzymes"",""Phytochrome""]",0,Sink-source transport system.,Botanty,Photosynthesis and Respiration,1,,1,0,[],,2026-06-01 06:24:59.776162+00,2026-06-01 06:24:59.776162+00
5b79c786-b600-4755-9ee6-4b1ccf738827,Elaters of Marchantia exhibit:,"[""Xerochasy"",""Hydrochasy"",""Mutation"",""Circummutation""]",0,Elaters respond to drying and help disperse spores by xerochasy.,Botany,Lichens+Bryophyta+ Pteridophyta+ Gymnosperms,1,,1,0,[],,2026-06-02 10:52:33.559421+00,2026-06-02 10:52:33.559421+00
5b79e5d7-a289-41ce-a96e-ea3ac063c7ab,39. Metal halide insoluble in water is:,"[""A) AgI"",""B) CaCl2"",""C) AgF"",""D) KBr""]",0,Silver iodide is highly insoluble in water.,Chemistry,Inorganic,3,,1,0,[],,2026-06-02 17:09:52.391087+00,2026-06-02 17:09:52.391087+00
5b7f56d4-f060-440d-932c-4123a657b5c8,Kinematics uniform acceleration a = Δv/Δt: car 0→100 m/s in 10s:,"[""1 m/s²"",""10 m/s²"",""100 m/s²"",""0.1 m/s²""]",1,a = 100/10 = 10 m/s². Distance: v² = u² + 2as → 100² = 0 + 2(10)s → s = 500 m.,CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
5b850236-f04c-4a13-bd8a-073efa5da786,What is the dimensional formula of force?,"[""A) [MLT⁻²]"",""B) [ML²T⁻²]"",""C) [ML²T⁻¹]"",""D) [MLT⁻¹]""]",0,Force = mass × acceleration → [M][LT⁻²] = [MLT⁻²].,Physics,Sets,3,,1,0,[],,2026-06-04 18:24:10.204772+00,2026-06-04 18:24:10.204772+00
5ba0a0ed-5c60-45a6-aa68-7bf42429b2f8,Molality of a solution is defined as:,"[""Moles of solute per liter of solution"",""Moles of solute per kilogram of solvent"",""Mass of solute per liter of solution"",""Moles of solute per mole of solution""]",1,"Molality (m) = moles of solute / kilograms of solvent. Unlike molarity, molality does not change with temperature because it depends on mass (not volume). It is used in colligative property calculations (boiling point elevation, freezing point depression).",CHEMISTRY,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
5ba612d3-f68c-4e1f-826b-3b45607dd6f3,The process of water loss from the surface of leaves is:,"[""A) Osmosis"",""B) Transpiration"",""C) Guttation"",""D) Respiration""]",1,"Transpiration is the evaporation of water from plant surfaces, mainly through stomata.",CEE,Sets,2,,1,0,[],,2026-06-04 18:21:30.946088+00,2026-06-04 18:21:30.946088+00
5baf6fbc-4d32-45eb-a495-fbf96dcb26c7,The first human-like hominid was:,"[""A) Homo erectus"",""B) Homo habilis"",""C) Australopithecus"",""D) Neanderthal""]",1,Homo habilis is considered the first 'human' (Homo genus) ancestor.,CEE,Sets,2,,1,0,[],,2026-06-04 18:21:30.946088+00,2026-06-04 18:21:30.946088+00
5bc23564-f159-4be8-bfc7-853987969548,Algae are useful because they,"[""Are large in number"",""Purify atmosphere"",""Used in fermentation"",""Study photosynthesis""]",0,,Botany,Algae and Fungi,1,,1,0,[],,2026-06-01 06:54:48.04015+00,2026-06-01 06:54:48.04015+00
5bdc39ff-c389-49b9-85a2-df2d225f2450,The periodic trend for atomic radius across a period (left to right):,"[""Increases due to addition of electrons"",""Decreases due to increasing nuclear charge with electrons added to same shell"",""Remains constant"",""First decreases then increases""]",1,"Across a period, protons are added (increasing nuclear charge) while electrons are added to the same principal shell (poor shielding of each other). Net result: increased effective nuclear charge pulls electron cloud closer, decreasing atomic radius. Down a group: radius increases as new shells are added.",CHEMISTRY,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
5bf3d862-7a4d-4c73-a68d-a10eb4f0e07d,Chloragogen cells resemble the following in function,"[""Collared cells"",""Flame cells"",""Plasma cells"",""Mesophyll cells""]",1,They are functionally similar to flame cells of flatworms (excretory role).,Zoology,Earthworm and Frog,1,,1,0,[],,2026-06-01 06:16:26.379954+00,2026-06-01 06:16:26.379954+00
5c18f621-32be-4d34-8c44-3e50e9241a3a,Diazonium salts give coupling reaction with:,"[""Alcohol"",""Aromatic amines"",""All amines"",""Amines and phenol""]",3,Diazonium salts couple readily with aromatic amines and phenols.,Chemistry,Inorganic,Set-1,,1,0,[],,2026-05-30 10:58:02.420457+00,2026-05-30 10:58:02.420457+00
5c1c4144-e8ed-4a9b-82d6-12a3b06118bd,Which pigment is essential for absorbing light during photosynthesis?,"[""A) Chlorophyll a"",""B) Xanthophyll"",""C) Anthocyanin"",""D) Carotene""]",0,Chlorophyll a is the primary light-absorbing pigment.,Botany,Sets,3,,1,0,[],,2026-06-04 18:24:10.204772+00,2026-06-04 18:24:10.204772+00
5c1efaa1-3e9e-43da-b881-de5952e6e6ec,LR circuit τ = L/R reaches steady state after:,"[""Immediately"",""~5τ"",""τ only"",""Never""]",1,I(t) = (V/R)(1 - e^(-t/τ)).,CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
5c3447b1-622c-4771-8822-6c0fb6c48df4,Paramecium are,"[""Holophytic"",""Holozoic"",""Parasitic"",""Saprobiotic""]",1,Paramecium exhibits holozoic nutrition.,Zoology,Paramecium And Plasmodium,1,,1,0,[],,2026-06-01 06:12:53.125821+00,2026-06-01 06:12:53.125821+00
5c4dc08d-051c-4c5f-afa9-86cbf4a9f7af,2. Which of the following is a mixed oxide?,"[""A) Na2O2"",""B) Pb3O4"",""C) P4O6"",""D) P4O10""]",1,Pb3O4 (red lead) is a mixed oxide of PbO and PbO2.,Chemistry,Inorganic,Set-2,,1,0,[],,2026-05-30 11:01:28.986174+00,2026-05-30 11:01:28.986174+00
5c54e54d-578e-47df-a306-57b18520c7a7,Cyclosis in Paramecium is associated with,"[""Locomotion"",""Respiration"",""Digestion"",""Circulation""]",3,Cyclosis refers to circulation of endoplasm within the cell.,Zoology,Paramecium And Plasmodium,1,,1,0,[],,2026-06-01 06:12:53.125821+00,2026-06-01 06:12:53.125821+00
5c5c22ee-f800-4626-ba4a-cd012102378d,Which part of the human digestive system is responsible for water absorption?,"[""A) Small intestine"",""B) Large intestine"",""C) Stomach"",""D) Esophagus""]",1,The large intestine absorbs water and forms feces.,Zoology,Sets,3,,1,0,[],,2026-06-04 18:24:10.204772+00,2026-06-04 18:24:10.204772+00
5c79b7b7-a594-48b5-ab9f-d29d9b2bcc37,Largest blood corpuscles are:,"[""Neutrophils"",""Lymphocytes"",""Monocytes"",""Eosinophils""]",2,Monocytes are largest WBCs.,Zoology,Animal Tissues,1,,1,0,[],,2026-06-01 06:19:06.18143+00,2026-06-01 06:19:06.18143+00
5c867ffa-6c18-4ebb-acbf-4c4a12e485be,Triple F hormone is secreted by:,"[""Pineal"",""Pituitary"",""Thymus"",""Adrenal""]",3,"Adrenal glands help fight, flight, fright response.",Zoology,Endocrinology of Mammals,1,,1,0,[],,2026-06-01 06:36:40.276438+00,2026-06-01 06:36:40.276438+00
5c91e2ff-d9f6-4306-aba4-e5f3c91d74b8,13. Which process reduces ploidy during plant life cycle?,"[""A) Fertilization"",""B) Mitosis"",""C) Meiosis"",""D) Photosynthesis""]",2,"Meiosis halves the chromosome number from diploid to haploid, forming gametes or spores.",CEE,Sets,2,,1,0,[],,2026-06-04 18:21:30.946088+00,2026-06-04 18:21:30.946088+00
5c9d7bbf-3025-4987-ad93-fd4d87b5c05d,12. Complete combustion of CH4 gives:,"[""A) CO + H2"",""B) CO + N2O"",""C) CO + N2"",""D) CO2 + H2O""]",3,Complete combustion of methane yields carbon dioxide and water.,Chemistry,organic,2,,1,0,[],,2026-05-30 11:03:53.014425+00,2026-05-30 11:03:53.014425+00
5c9d7c96-c270-43ac-a716-961055f01495,Function of relaxin hormone is:,"[""Relax ovaries"",""Relax pubic symphysis"",""Relax uterus"",""Relax fallopian tube""]",1,Relaxin loosens pelvic ligaments during childbirth.,Zoology,Endocrinology of Mammals,1,,1,0,[],,2026-06-01 06:36:40.276438+00,2026-06-01 06:36:40.276438+00
5cdba58b-e667-446e-b356-07fb45317c87,"In a genetic testcross between a heterozygous parent (AaBb) and a homozygous recessive parent (aabb), the following offspring phenotypes are obtained: AaBb = 420, Aabb = 80, aaBb = 70, aabb = 430. The map distance between gene locus A and gene locus B is:","[""15 cM"",""30 cM"",""85 cM"",""7.5 cM""]",0,"Recombinant offspring are those with non-parental combinations (Aabb and aaBb). Total recombinants = 80 + 70 = 150. Total offspring = 420 + 80 + 70 + 430 = 1000. Recombination frequency = (150 / 1000) * 100% = 15%. Since 1% recombination frequency equals 1 map unit (centimorgan), the distance is 15 cM.",CEE,Sets,6,,1,0,[],,2026-06-06 19:54:14.372879+00,2026-06-06 19:54:14.372879+00
5ce21333-0d4f-421d-8618-789a5e916f6c,Incubation period of P. falciparum is,"[""24 days"",""12 days"",""14 days"",""10 days""]",1,The incubation period is generally about 12 days.,Zoology,Paramecium And Plasmodium,1,,1,0,[],,2026-06-01 06:12:53.125821+00,2026-06-01 06:12:53.125821+00
5cf00290-f9e7-4e35-aff1-80b4668b73e3,Daily biological rhythms are associated with:,"[""Pineal"",""Pituitary"",""Thymus"",""Hypothalamus""]",0,Pineal gland secretes melatonin regulating circadian rhythm.,Zoology,Endocrinology of Mammals,1,,1,0,[],,2026-06-01 06:36:40.276438+00,2026-06-01 06:36:40.276438+00
5d04960b-7651-419a-bf1f-db030c8bd9c7,Doppler f' = f(v ± v_o)/(v ∓ v_s):,"[""Observer away"",""Observer approaches (blue shift)"",""Source approaches"",""Both apart""]",1,Observer approaching: higher f. Source receding: lower f.,CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
5d34f839-6b5a-47d1-9c3c-c006de964327,Reaction of primary amines with aldehyde yields:,"[""Amides"",""Aldimines"",""Nitriles"",""Nitro compounds""]",1,Primary amines condense with aldehydes to form aldimines (Schiff bases).,Chemistry,Organic,4,,1,0,[],,2026-06-02 17:13:40.016596+00,2026-06-02 17:13:40.016596+00
5d452385-f4d6-4305-ad3e-a149354fd8dd,Which enzyme is responsible for linking Okazaki fragments on the lagging strand during DNA replication?,"[""Helicase"",""DNA polymerase III"",""DNA ligase"",""Primase""]",2,"On the lagging strand, DNA is synthesized discontinuously as Okazaki fragments (5'→3' away from replication fork). After DNA Polymerase I removes RNA primers and replaces with DNA, DNA ligase joins the fragments by forming phosphodiester bonds between the 3'-OH of one fragment and the 5'-phosphate of the next. Without ligase, the new strand would remain as separate fragments — mutations in ligase can cause chromosome instability syndromes.",BOTANY,Sets,1,,1,0,[],,2026-06-02 18:09:17.092329+00,2026-06-02 18:09:17.092329+00
5d469517-a128-4db4-8c6c-cba59ebc3140,2. What is the primary function of the Malpighian tubules in insects?,"[""A) Digestion"",""B) Excretion"",""C) Respiration"",""D) Circulation""]",1,Malpighian tubules help in excretion by removing nitrogenous wastes from the insect's hemolymph and maintaining osmotic balance.,CEE,Sets,2,,1,0,[],,2026-06-04 18:21:30.946088+00,2026-06-04 18:21:30.946088+00
